,Id_Users,Id_Items,Ratings
1858,129,Despicable Me 2,4
1859,129,My Mom Is a Character,3
1860,129,Fast & Furious 6,5
1861,129,The Wolverine,4
1862,129,Thor: The Dark World,4
1863,129,Hansel & Gretel: Witch Hunters,3
1864,129,The Hangover Part III,4
1865,129,Vai Que Da Certo,3
1866,129,Meu Passado me Condena,5
1867,129,We're So Young,5
1868,129,Brazilian Western,4
1869,129,O Concurso,2
1870,129,Argo,3
1871,129,Lincoln,4
1872,129,Les Miserables,4
1873,129,The Wolf of Wall Street,5
1874,129,Till Luck Do Us Part 2,3
1875,129,Muita Calma Nessa Hora 2,4
1876,129,Paranormal Activity: The Marked Ones,3
1877,129,"I, Frankenstein",3
1878,129,The Hunger Games: Catching Fire,4
1879,129,The Hobbit: The Desolation of Smaug,5
1880,130,My Mom Is a Character,4
1881,130,Fast & Furious 6,4
1882,130,Hansel & Gretel: Witch Hunters,5
1883,130,Monsters University,4
1884,130,The Hangover Part III,4
1885,130,Vai Que Da Certo,4
1886,130,Meu Passado me Condena,5
1887,130,We're So Young,5
1888,130,Mato sem Cachorro,3
1889,130,Lincoln,5
1890,130,Les Miserables,3
1891,130,Silver Linings Playbook,3
1892,130,American Hustle,4
1893,130,12 Years a Slave,4
1894,130,Frozen,3
1895,130,Till Luck Do Us Part 2,4
1896,130,Muita Calma Nessa Hora 2,4
1897,130,The Book Thief,4
1898,131,Thor: The Dark World,2
1899,131,Argo,4
1900,131,Django Unchained,4
1901,131,Life of Pi,4
1902,131,Les Miserables,4
1903,131,Silver Linings Playbook,4
1904,131,Gravity,3
1905,131,The Wolf of Wall Street,4
1906,132,Iron Man 3,5
1907,132,Despicable Me 2,4
1908,132,My Mom Is a Character,3
1909,132,The Wolverine,3
1910,132,Thor: The Dark World,4
1911,132,Monsters University,5
1912,132,Life of Pi,4
1913,132,Silver Linings Playbook,4
1914,132,Capitain Phillips,5
1915,132,12 Years a Slave,5
1916,132,The Wolf of Wall Street,5
1917,132,The Lego Movie,2
1918,133,Despicable Me 2,4
1919,133,My Mom Is a Character,4
1920,133,Monsters University,4
1921,133,The Hangover Part III,5
1922,133,Brazilian Western,5
1923,133,Silver Linings Playbook,5
1924,133,American Hustle,4
1925,133,Capitain Phillips,4
1926,133,12 Years a Slave,4
1927,133,Philomena,4
1928,133,Till Luck Do Us Part 2,5
1929,134,My Mom Is a Character,2
1930,134,Vai Que Da Certo,4
1931,134,We're So Young,4
1932,134,Capitain Phillips,5
1933,135,The Hangover Part III,4
1934,135,Till Luck Do Us Part 2,5
1935,135,Muita Calma Nessa Hora 2,3
1936,135,Reaching for the Moon,3
1937,136,Iron Man 3,4
1938,136,Thor: The Dark World,5
1939,136,Brazilian Western,2
1940,136,Odeio o Dia dos Namorados,4
1941,136,Argo,5
1942,136,Life of Pi,4
1943,136,Silver Linings Playbook,5
1944,136,Capitain Phillips,5
1945,136,Dallas Buyers Club,4
1946,136,Gravity,3
1947,136,The Wolf of Wall Street,5
1948,136,Muita Calma Nessa Hora 2,4
1949,137,Despicable Me 2,5
1950,137,My Mom Is a Character,4
1951,137,Monsters University,5
1952,137,Vai Que Da Certo,2
1953,137,Brazilian Western,4
1954,137,Life of Pi,5
1955,137,American Hustle,3
1956,137,Till Luck Do Us Part 2,2
1957,138,Despicable Me 2,4
1958,138,Monsters University,4
1959,138,Life of Pi,2
1960,138,Les Miserables,2
1961,138,Silver Linings Playbook,5
1962,138,12 Years a Slave,4
1963,138,Gravity,3
1964,138,The Wolf of Wall Street,5
1965,139,Despicable Me 2,5
1966,139,My Mom Is a Character,5
1967,139,The Wolverine,4
1968,139,Wreck-It Ralph,3
1969,139,Monsters University,4
1970,139,The Hangover Part III,3
1971,139,Vai Que Da Certo,3
1972,139,Life of Pi,5
1973,139,Lincoln,4
1974,139,Silver Linings Playbook,4
1975,139,The Book Thief,5
1976,140,Despicable Me 2,5
1977,140,My Mom Is a Character,4
1978,140,Monsters University,5
1979,140,Vai Que Da Certo,2
1980,140,Brazilian Western,4
1981,140,Life of Pi,5
1982,140,American Hustle,3
1983,140,Till Luck Do Us Part 2,2
1984,141,Iron Man 3,4
1985,141,My Mom Is a Character,2
1986,141,The Wolverine,4
1987,141,Meu Passado me Condena,4
1988,141,Brazilian Western,5
1989,141,Life of Pi,5
1990,141,Les Miserables,4
1991,142,Despicable Me 2,5
1992,142,The Wolverine,3
1993,142,Thor: The Dark World,3
1994,142,Wreck-It Ralph,4
1995,142,Monsters University,5
1996,142,Capitain Phillips,5
1997,142,The Hunt,5
1998,142,Frozen,5
1999,143,Fast & Furious 6,3
2000,143,Thor: The Dark World,3
2001,143,Hansel & Gretel: Witch Hunters,3
2002,143,Meu Passado me Condena,3
2003,143,We're So Young,2
2004,143,Argo,4
2005,143,Django Unchained,5
2006,143,Life of Pi,5
2007,143,Les Miserables,5
2008,143,American Hustle,3
2009,143,Capitain Phillips,3
2010,143,Gravity,4
2011,143,Philomena,4
2012,143,The Hunt,5
2013,143,The Book Thief,5
2014,143,The Hunger Games: Catching Fire,4
2015,144,My Mom Is a Character,3
2016,144,The Hangover Part III,2
2017,144,Argo,4
2018,144,Life of Pi,5
2019,144,Capitain Phillips,4
2020,145,My Mom Is a Character,4
2021,145,Meu Passado me Condena,3
2022,145,Argo,4
2023,145,Django Unchained,4
2024,145,Life of Pi,3
2025,145,Silver Linings Playbook,4
2026,145,American Hustle,4
2027,145,Dallas Buyers Club,5
2028,145,Gravity,3
2029,145,Her,5
2030,145,The Wolf of Wall Street,5
2031,145,The Book Thief,4
2032,146,Django Unchained,4
2033,146,Silver Linings Playbook,4
2034,146,Gravity,5
2035,146,Her,5
2036,146,The Wolf of Wall Street,5
2037,147,The Hangover Part III,2
2038,147,Django Unchained,5
2039,147,Zero Dark Thirty,4
2040,147,Les Miserables,4
2041,147,Silver Linings Playbook,1
2042,147,Dallas Buyers Club,5
2043,147,Gravity,5
2044,147,Her,5
2045,147,The Wolf of Wall Street,5
2046,148,Iron Man 3,4
2047,148,Despicable Me 2,4
2048,148,My Mom Is a Character,5
2049,148,The Wolverine,4
2050,148,Thor: The Dark World,3
2051,148,Wreck-It Ralph,5
2052,148,Cine Holliudy,3
2053,148,Silver Linings Playbook,4
2054,148,Gravity,3
2055,148,Frozen,4
2056,148,The Legend of Tarzan,3
2057,148,The Hunger Games: Catching Fire,4
2058,148,Reaching for the Moon,4
2059,149,Iron Man 3,4
2060,149,Despicable Me 2,5
2061,149,My Mom Is a Character,5
2062,149,Thor: The Dark World,3
2063,149,Hansel & Gretel: Witch Hunters,2
2064,149,Wreck-It Ralph,3
2065,149,Monsters University,5
2066,149,The Hangover Part III,5
2067,149,Django Unchained,5
2068,149,Life of Pi,4
2069,149,Lincoln,1
2070,149,Gravity,3
2071,149,Till Luck Do Us Part 2,3
2072,149,Muita Calma Nessa Hora 2,1
2073,149,Paranormal Activity: The Marked Ones,3
2074,149,The Lego Movie,3
2075,149,The Hunger Games: Catching Fire,4
2076,149,The Hobbit: The Desolation of Smaug,4
2077,150,My Mom Is a Character,5
2078,150,We're So Young,4
2079,150,Brazilian Western,5
2080,150,Django Unchained,4
2081,150,Life of Pi,2
2082,151,Iron Man 3,3
2083,151,My Mom Is a Character,3
2084,151,The Wolverine,3
2085,151,Thor: The Dark World,2
2086,151,Wreck-It Ralph,4
2087,151,Monsters University,3
2088,151,The Hangover Part III,4
2089,151,Vai Que Da Certo,3
2090,151,Meu Passado me Condena,3
2091,151,We're So Young,4
2092,151,Argo,5
2093,151,Django Unchained,5
2094,151,Life of Pi,4
2095,151,Gravity,4
2096,151,Her,5
2097,151,The Wolf of Wall Street,5
2098,151,Till Luck Do Us Part 2,2
2099,151,Blue Is The Warmest Color,4
2100,151,The Hobbit: The Desolation of Smaug,4
2101,152,Iron Man 3,4
2102,152,Despicable Me 2,4
2103,152,My Mom Is a Character,4
2104,152,Fast & Furious 6,4
2105,152,The Hangover Part III,5
2106,152,Meu Passado me Condena,3
2107,152,Lincoln,5
2108,152,Silver Linings Playbook,5
2109,152,Capitain Phillips,5
2110,152,Gravity,4
2111,152,The Wolf of Wall Street,5
2112,152,Till Luck Do Us Part 2,3
2113,152,The Hunger Games: Catching Fire,4
2114,153,Meu Passado me Condena,4
2115,153,Argo,4
2116,153,Lincoln,5
2117,153,Zero Dark Thirty,5
2118,153,Gravity,3
2119,153,The Hunger Games: Catching Fire,5
2120,154,My Mom Is a Character,3
2121,154,Fast & Furious 6,5
2122,154,The Wolverine,4
2123,154,Thor: The Dark World,5
2124,154,Hansel & Gretel: Witch Hunters,5
2125,154,The Hangover Part III,5
2126,154,Vai Que Da Certo,4
2127,154,We're So Young,5
2128,154,Brazilian Western,5
2129,154,O Concurso,2
2130,154,Mato sem Cachorro,4
2131,154,Cine Holliudy,4
2132,154,Odeio o Dia dos Namorados,2
2133,154,Argo,3
2134,154,Django Unchained,4
2135,154,American Hustle,5
2136,154,Capitain Phillips,4
2137,154,Gravity,1
2138,154,Philomena,1
2139,154,The Wolf of Wall Street,5
2140,154,The Hunt,5
2141,154,Frozen,3
2142,154,Till Luck Do Us Part 2,5
2143,154,Muita Calma Nessa Hora 2,4
2144,154,Paranormal Activity: The Marked Ones,1
2145,154,"I, Frankenstein",2
2146,154,The Legend of Tarzan,1
2147,154,The Book Thief,2
2148,154,The Lego Movie,3
2149,154,Walking With Dinosaurs,4
2150,154,The Hunger Games: Catching Fire,5
2151,154,The Hobbit: The Desolation of Smaug,5
2152,155,Iron Man 3,4
2153,155,Despicable Me 2,5
2154,155,My Mom Is a Character,5
2155,155,Wreck-It Ralph,5
2156,155,Monsters University,5
2157,155,The Hangover Part III,5
2158,155,Vai Que Da Certo,5
2159,155,We're So Young,5
2160,155,Argo,4
2161,155,Life of Pi,5
2162,155,Les Miserables,4
2163,155,The Wolf of Wall Street,5
2164,155,Muita Calma Nessa Hora 2,3
2165,156,Iron Man 3,5
2166,156,Despicable Me 2,5
2167,156,My Mom Is a Character,4
2168,156,Fast & Furious 6,3
2169,156,The Wolverine,5
2170,156,Thor: The Dark World,5
2171,156,Hansel & Gretel: Witch Hunters,4
2172,156,Wreck-It Ralph,5
2173,156,Monsters University,5
2174,156,The Hangover Part III,5
2175,156,We're So Young,3
2176,156,Brazilian Western,3
2177,156,Odeio o Dia dos Namorados,2
2178,156,Django Unchained,5
2179,156,Life of Pi,4
2180,156,American Hustle,3
2181,156,Gravity,5
2182,156,The Wolf of Wall Street,3
2183,156,Frozen,5
2184,156,Till Luck Do Us Part 2,5
2185,156,Muita Calma Nessa Hora 2,5
2186,156,Paranormal Activity: The Marked Ones,3
2187,156,The Legend of Tarzan,5
2188,156,The Hunger Games: Catching Fire,4
2189,157,My Mom Is a Character,2
2190,157,The Hangover Part III,3
2191,157,Vai Que Da Certo,2
2192,157,Meu Passado me Condena,4
2193,157,We're So Young,4
2194,157,Life of Pi,4
2195,157,Lincoln,4
2196,157,Les Miserables,4
2197,157,Silver Linings Playbook,4
2198,157,Dallas Buyers Club,4
2199,157,Philomena,4
2200,157,The Wolf of Wall Street,4
2201,157,Till Luck Do Us Part 2,4
2202,157,Muita Calma Nessa Hora 2,4
2203,157,The Book Thief,5
2204,157,Reaching for the Moon,2
2205,158,Iron Man 3,2
2206,158,Despicable Me 2,4
2207,158,My Mom Is a Character,4
2208,158,Thor: The Dark World,4
2209,158,The Hangover Part III,4
2210,158,Vai Que Da Certo,3
2211,158,Meu Passado me Condena,3
2212,158,We're So Young,3
2213,158,Brazilian Western,3
2214,158,O Concurso,3
2215,158,Django Unchained,5
2216,158,Life of Pi,4
2217,158,Lincoln,4
2218,158,Les Miserables,4
2219,158,The Wolf of Wall Street,4
2220,158,Till Luck Do Us Part 2,3
2221,158,Muita Calma Nessa Hora 2,3
2222,158,The Book Thief,5
2223,158,The Hunger Games: Catching Fire,4
2224,159,Iron Man 3,5
2225,159,Despicable Me 2,4
2226,159,My Mom Is a Character,1
2227,159,Fast & Furious 6,1
2228,159,The Wolverine,4
2229,159,Thor: The Dark World,5
2230,159,Hansel & Gretel: Witch Hunters,2
2231,159,Wreck-It Ralph,4
2232,159,The Hobbit: The Desolation of Smaug,5
2233,160,Despicable Me 2,3
2234,160,My Mom Is a Character,4
2235,160,The Hangover Part III,4
2236,160,Vai Que Da Certo,4
2237,160,Meu Passado me Condena,4
2238,160,We're So Young,4
2239,160,O Concurso,4
2240,160,Argo,4
2241,160,Life of Pi,5
2242,160,Amour,4
2243,160,Gravity,4
2244,160,The Wolf of Wall Street,4
2245,160,Frozen,5
2246,161,Iron Man 3,4
2247,161,Despicable Me 2,4
2248,161,My Mom Is a Character,4
2249,161,Fast & Furious 6,4
2250,161,The Wolverine,5
2251,161,Thor: The Dark World,4
2252,161,Wreck-It Ralph,4
2253,161,Monsters University,4
2254,161,Meu Passado me Condena,4
2255,161,Django Unchained,5
2256,161,Life of Pi,4
2257,161,Lincoln,5
2258,161,Les Miserables,5
2259,161,Capitain Phillips,5
2260,161,The Wolf of Wall Street,4
2261,161,The Hunt,4
2262,161,Till Luck Do Us Part 2,4
2263,161,The Hobbit: The Desolation of Smaug,4
2264,162,My Mom Is a Character,2
2265,162,The Wolverine,4
2266,162,Thor: The Dark World,3
2267,162,Hansel & Gretel: Witch Hunters,4
2268,162,Wreck-It Ralph,5
2269,162,The Hangover Part III,4
2270,162,Meu Passado me Condena,3
2271,162,Argo,5
2272,162,Django Unchained,5
2273,162,Lincoln,3
2274,162,Zero Dark Thirty,5
2275,162,Les Miserables,5
2276,162,Silver Linings Playbook,5
2277,162,American Hustle,4
2278,162,Capitain Phillips,5
2279,162,Dallas Buyers Club,5
2280,162,Gravity,5
2281,162,Her,4
2282,162,The Wolf of Wall Street,5
2283,162,The Hunt,4
2284,162,The Book Thief,5
2285,162,The Hunger Games: Catching Fire,4
2286,163,Iron Man 3,5
2287,163,My Mom Is a Character,5
2288,163,Hansel & Gretel: Witch Hunters,5
2289,163,Wreck-It Ralph,5
2290,163,Meu Passado me Condena,3
2291,163,Odeio o Dia dos Namorados,4
2292,163,Life of Pi,5
2293,163,American Hustle,2
2294,163,Gravity,1
2295,163,The Wolf of Wall Street,5
2296,164,My Mom Is a Character,4
2297,164,The Hangover Part III,3
2298,164,Meu Passado me Condena,3
2299,164,Odeio o Dia dos Namorados,4
2300,164,Silver Linings Playbook,4
2301,164,12 Years a Slave,4
2302,164,Frozen,4
2303,164,Till Luck Do Us Part 2,2
2304,164,The Hunger Games: Catching Fire,2
2305,164,The Hobbit: The Desolation of Smaug,2
2306,165,Iron Man 3,3
2307,165,Despicable Me 2,4
2308,165,My Mom Is a Character,4
2309,165,Thor: The Dark World,2
2310,165,Wreck-It Ralph,5
2311,165,Monsters University,5
2312,165,The Hangover Part III,5
2313,165,Vai Que Da Certo,3
2314,165,Argo,5
2315,165,Django Unchained,5
2316,165,Life of Pi,5
2317,165,Lincoln,4
2318,165,Zero Dark Thirty,4
2319,165,Les Miserables,4
2320,165,Gravity,5
2321,165,The Wolf of Wall Street,5
2322,165,The Hunt,5
2323,165,Frozen,5
2324,166,My Mom Is a Character,5
2325,166,Wreck-It Ralph,4
2326,166,Django Unchained,5
2327,166,Life of Pi,5
2328,166,Lincoln,4
2329,167,Despicable Me 2,5
2330,167,My Mom Is a Character,4
2331,167,Vai Que Da Certo,4
2332,167,We're So Young,4
2333,167,Argo,4
2334,167,Django Unchained,4
2335,167,Lincoln,4
2336,167,Les Miserables,4
2337,167,12 Years a Slave,5
2338,167,The Wolf of Wall Street,4
2339,167,Muita Calma Nessa Hora 2,3
2340,167,Blue Is The Warmest Color,5
2341,167,Reaching for the Moon,5
2342,168,Despicable Me 2,4
2343,168,My Mom Is a Character,5
2344,168,The Hangover Part III,5
2345,168,Meu Passado me Condena,5
2346,168,O Concurso,4
2347,168,Lincoln,5
2348,168,Silver Linings Playbook,4
2349,168,Capitain Phillips,5
2350,168,The Wolf of Wall Street,5
2351,168,Till Luck Do Us Part 2,5
2352,168,Muita Calma Nessa Hora 2,3
2353,169,Iron Man 3,4
2354,169,Fast & Furious 6,2
2355,169,The Wolverine,2
2356,169,Thor: The Dark World,3
2357,169,The Hangover Part III,2
2358,169,We're So Young,2
2359,169,Argo,5
2360,169,Django Unchained,5
2361,169,Life of Pi,4
2362,169,Lincoln,3
2363,169,Zero Dark Thirty,4
2364,169,Silver Linings Playbook,3
2365,169,Beasts of the Southern Wild,4
2366,169,Amour,3
2367,169,American Hustle,3
2368,169,Capitain Phillips,2
2369,169,12 Years a Slave,4
2370,169,Dallas Buyers Club,4
2371,169,Gravity,5
2372,169,Her,4
2373,169,Philomena,4
2374,169,The Wolf of Wall Street,5
2375,169,The Hunt,5
2376,169,The Book Thief,3
2377,169,The Hunger Games: Catching Fire,3
2378,169,The Hobbit: The Desolation of Smaug,3
2379,170,Iron Man 3,4
2380,170,Despicable Me 2,3
2381,170,Fast & Furious 6,2
2382,170,The Wolverine,4
2383,170,Thor: The Dark World,3
2384,170,Hansel & Gretel: Witch Hunters,4
2385,170,The Hangover Part III,3
2386,170,Vai Que Da Certo,3
2387,170,Meu Passado me Condena,3
2388,170,O Concurso,2
2389,170,Mato sem Cachorro,2
2390,170,The Wolf of Wall Street,3
2391,170,Till Luck Do Us Part 2,3
2392,170,Muita Calma Nessa Hora 2,3
2393,171,Iron Man 3,5
2394,171,My Mom Is a Character,3
2395,171,Hansel & Gretel: Witch Hunters,1
2396,171,Wreck-It Ralph,4
2397,171,The Hangover Part III,4
2398,171,We're So Young,3
2399,171,Brazilian Western,1
2400,171,Argo,5
2401,171,Django Unchained,3
2402,171,Life of Pi,4
2403,171,Lincoln,3
2404,171,The Hobbit: The Desolation of Smaug,5
2405,172,Despicable Me 2,2
2406,172,My Mom Is a Character,5
2407,172,Meu Passado me Condena,4
2408,172,Argo,5
2409,172,Django Unchained,5
2410,172,Lincoln,5
2411,172,Les Miserables,2
2412,172,Silver Linings Playbook,5
2413,172,Frozen,5
2414,172,Till Luck Do Us Part 2,2
2415,172,Muita Calma Nessa Hora 2,5
2416,173,Iron Man 3,2
2417,173,Despicable Me 2,4
2418,173,My Mom Is a Character,3
2419,173,The Wolverine,1
2420,173,Thor: The Dark World,3
2421,173,Hansel & Gretel: Witch Hunters,4
2422,173,Wreck-It Ralph,5
2423,173,Monsters University,5
2424,173,The Hangover Part III,3
2425,173,Meu Passado me Condena,3
2426,173,Gravity,1
2427,173,Frozen,4
2428,173,Till Luck Do Us Part 2,3
2429,173,The Lego Movie,5
2430,173,The Hobbit: The Desolation of Smaug,4
2431,174,Despicable Me 2,5
2432,174,My Mom Is a Character,5
2433,174,The Wolverine,3
2434,174,Monsters University,4
2435,174,The Hangover Part III,4
2436,174,Meu Passado me Condena,4
2437,174,Life of Pi,5
2438,174,Till Luck Do Us Part 2,4
2439,174,Muita Calma Nessa Hora 2,4
2440,175,Monsters University,5
2441,175,The Hangover Part III,2
2442,175,Life of Pi,3
2443,175,Les Miserables,2
2444,175,Silver Linings Playbook,4
2445,175,12 Years a Slave,3
2446,175,Gravity,1
2447,175,The Wolf of Wall Street,5
2448,176,The Wolverine,3
2449,176,Argo,4
2450,176,Django Unchained,5
2451,176,Life of Pi,5
2452,176,Lincoln,5
2453,176,Silver Linings Playbook,4
2454,176,Capitain Phillips,4
2455,176,The Wolf of Wall Street,5
2456,176,The Hunger Games: Catching Fire,4
2457,177,Despicable Me 2,4
2458,177,My Mom Is a Character,3
2459,177,Hansel & Gretel: Witch Hunters,3
2460,177,The Hangover Part III,3
2461,177,We're So Young,5
2462,177,Brazilian Western,4
2463,177,Argo,5
2464,177,Django Unchained,5
2465,177,Life of Pi,5
2466,177,Lincoln,5
2467,177,Les Miserables,4
2468,177,Silver Linings Playbook,5
2469,177,Beasts of the Southern Wild,5
2470,177,Capitain Phillips,5
2471,177,The Book Thief,5
2472,178,Iron Man 3,4
2473,178,The Wolverine,4
2474,178,Thor: The Dark World,4
2475,178,Monsters University,4
2476,178,We're So Young,4
2477,178,Brazilian Western,5
2478,178,Django Unchained,5
2479,178,Life of Pi,5
2480,178,Silver Linings Playbook,5
2481,179,Wreck-It Ralph,4
2482,179,Django Unchained,5
2483,179,The Wolf of Wall Street,4
2484,179,The Hunt,4
2485,179,Frozen,5
2486,179,Reaching for the Moon,4
2487,180,My Mom Is a Character,5
2488,180,Fast & Furious 6,4
2489,180,The Wolverine,4
2490,180,Till Luck Do Us Part 2,4
2491,180,The Hobbit: The Desolation of Smaug,4
2492,181,Iron Man 3,4
2493,181,Despicable Me 2,5
2494,181,My Mom Is a Character,5
2495,181,Fast & Furious 6,4
2496,181,The Wolverine,4
2497,181,Thor: The Dark World,4
2498,181,Hansel & Gretel: Witch Hunters,3
2499,181,Wreck-It Ralph,3
2500,181,Monsters University,4
2501,181,The Hangover Part III,4
2502,181,Vai Que Da Certo,3
2503,181,Meu Passado me Condena,3
2504,181,We're So Young,3
2505,181,Brazilian Western,4
2506,181,Odeio o Dia dos Namorados,3
2507,181,Django Unchained,3
2508,181,Capitain Phillips,4
2509,181,Gravity,4
2510,181,"I, Frankenstein",4
2511,181,The Hunger Games: Catching Fire,5
2512,182,Iron Man 3,5
2513,182,The Wolverine,5
2514,182,Thor: The Dark World,5
2515,182,Silver Linings Playbook,3
2516,182,The Hunger Games: Catching Fire,5
2517,183,Zero Dark Thirty,4
2518,183,Amour,5
2519,183,The Hunt,5
2520,184,Despicable Me 2,5
2521,184,Wreck-It Ralph,4
2522,184,Monsters University,4
2523,184,Django Unchained,4
2524,184,Les Miserables,4
2525,184,Silver Linings Playbook,2
2526,184,The Wolf of Wall Street,2
2527,184,The Hunt,4
2528,184,Frozen,3
2529,184,The Hunger Games: Catching Fire,4
2530,184,The Hobbit: The Desolation of Smaug,5
2531,185,Iron Man 3,4
2532,185,Despicable Me 2,5
2533,185,My Mom Is a Character,2
2534,185,The Wolverine,4
2535,185,Brazilian Western,5
2536,185,Les Miserables,5
2537,185,Silver Linings Playbook,5
2538,185,Gravity,4
2539,185,Frozen,4
2540,185,The Lego Movie,5
2541,186,Iron Man 3,4
2542,186,Despicable Me 2,4
2543,186,My Mom Is a Character,1
2544,186,The Wolverine,3
2545,186,Brazilian Western,4
2546,186,Lincoln,5
2547,186,Les Miserables,5
2548,186,Silver Linings Playbook,5
2549,186,Gravity,4
2550,186,The Lego Movie,4
2551,187,Iron Man 3,5
2552,187,The Wolverine,5
2553,187,Thor: The Dark World,5
2554,187,Wreck-It Ralph,4
2555,187,Brazilian Western,3
2556,187,Life of Pi,5
2557,187,The Wolf of Wall Street,5
2558,188,The Wolverine,4
2559,188,Vai Que Da Certo,4
2560,188,Django Unchained,5
2561,188,Lincoln,4
2562,188,Amour,5
2563,188,12 Years a Slave,5
2564,189,Despicable Me 2,4
2565,189,My Mom Is a Character,3
2566,189,We're So Young,4
2567,189,Brazilian Western,4
2568,189,Cine Holliudy,5
2569,189,Django Unchained,5
2570,189,Life of Pi,4
2571,189,Silver Linings Playbook,4
2572,189,Amour,5
2573,189,American Hustle,4
2574,189,Capitain Phillips,4
2575,189,Philomena,5
2576,189,The Wolf of Wall Street,4
2577,189,The Book Thief,2
2578,189,The Hunger Games: Catching Fire,4
2579,189,Blue Is The Warmest Color,5
2580,189,Reaching for the Moon,4
2581,190,My Mom Is a Character,4
2582,190,Wreck-It Ralph,5
2583,190,Monsters University,5
2584,190,The Hangover Part III,4
2585,190,Vai Que Da Certo,4
2586,190,Meu Passado me Condena,4
2587,190,We're So Young,5
2588,190,O Concurso,3
2589,190,Cine Holliudy,3
2590,190,Gravity,4
2591,190,The Legend of Tarzan,5
2592,191,Iron Man 3,5
2593,191,Despicable Me 2,5
2594,191,My Mom Is a Character,4
2595,191,The Wolverine,4
2596,191,Thor: The Dark World,4
2597,191,Hansel & Gretel: Witch Hunters,4
2598,191,Wreck-It Ralph,4
2599,191,Monsters University,5
2600,191,The Hangover Part III,3
2601,191,Odeio o Dia dos Namorados,4
2602,191,Django Unchained,4
2603,191,Lincoln,4
2604,191,Les Miserables,5
2605,191,Silver Linings Playbook,5
2606,191,Frozen,4
2607,191,Till Luck Do Us Part 2,4
2608,191,Muita Calma Nessa Hora 2,4
2609,191,The Hunger Games: Catching Fire,3
2610,192,Iron Man 3,4
2611,192,My Mom Is a Character,5
2612,192,Hansel & Gretel: Witch Hunters,4
2613,192,The Hangover Part III,4
2614,192,Vai Que Da Certo,5
2615,192,We're So Young,4
2616,192,Brazilian Western,4
2617,192,Odeio o Dia dos Namorados,5
2618,192,Life of Pi,3
2619,192,Silver Linings Playbook,5
2620,192,Frozen,5
2621,192,Reaching for the Moon,4
2622,192,The Hobbit: The Desolation of Smaug,5
2623,193,My Mom Is a Character,4
2624,193,Wreck-It Ralph,5
2625,193,Meu Passado me Condena,4
2626,193,We're So Young,2
2627,193,Brazilian Western,2
2628,193,Mato sem Cachorro,4
2629,193,Cine Holliudy,3
2630,193,Lincoln,5
2631,193,Les Miserables,1
2632,193,Muita Calma Nessa Hora 2,5
2633,194,Despicable Me 2,3
2634,194,Argo,4
2635,194,Django Unchained,5
2636,194,Life of Pi,2
2637,194,Zero Dark Thirty,3
2638,194,Les Miserables,5
2639,194,Amour,5
2640,194,A Royal Affair,5
2641,194,Capitain Phillips,5
2642,194,The Hunt,5
2643,194,Blue Is The Warmest Color,5
2644,195,We're So Young,4
2645,195,Brazilian Western,5
2646,196,The Wolverine,3
2647,196,Thor: The Dark World,4
2648,196,Hansel & Gretel: Witch Hunters,3
2649,196,Monsters University,4
2650,196,Django Unchained,5
2651,196,Silver Linings Playbook,4
2652,196,American Hustle,4
2653,196,Gravity,5
2654,196,The Wolf of Wall Street,4
2655,196,The Hobbit: The Desolation of Smaug,4
2656,197,Iron Man 3,5
2657,197,Despicable Me 2,5
2658,197,My Mom Is a Character,3
2659,197,Fast & Furious 6,3
2660,197,The Wolverine,5
2661,197,Thor: The Dark World,5
2662,197,Hansel & Gretel: Witch Hunters,4
2663,197,Wreck-It Ralph,4
2664,197,Monsters University,4
2665,197,The Hangover Part III,4
2666,197,Argo,2
2667,197,Django Unchained,4
2668,197,Lincoln,4
2669,197,Les Miserables,4
2670,197,Gravity,5
2671,197,The Wolf of Wall Street,4
2672,197,Frozen,4
2673,197,The Hunger Games: Catching Fire,4
2674,197,The Hobbit: The Desolation of Smaug,5
2675,198,Iron Man 3,4
2676,198,Despicable Me 2,4
2677,198,My Mom Is a Character,4
2678,198,Hansel & Gretel: Witch Hunters,3
2679,198,Wreck-It Ralph,5
2680,198,Monsters University,5
2681,198,Life of Pi,3
2682,198,Lincoln,4
2683,198,Frozen,5
2684,198,Till Luck Do Us Part 2,5
2685,198,Muita Calma Nessa Hora 2,4
2686,198,Paranormal Activity: The Marked Ones,3
2687,198,"I, Frankenstein",3
2688,198,The Legend of Tarzan,2
2689,198,The Book Thief,3
2690,198,The Lego Movie,3
2691,198,The Hunger Games: Catching Fire,4
2692,198,The Hobbit: The Desolation of Smaug,5
2693,199,Iron Man 3,5
2694,199,Despicable Me 2,5
2695,199,Fast & Furious 6,4
2696,199,The Wolverine,5
2697,199,Thor: The Dark World,5
2698,199,Wreck-It Ralph,5
2699,199,Monsters University,5
2700,199,The Hangover Part III,3
2701,199,Brazilian Western,3
2702,199,Argo,5
2703,199,Django Unchained,5
2704,199,Lincoln,4
2705,199,Zero Dark Thirty,4
2706,199,Les Miserables,5
2707,199,Silver Linings Playbook,4
2708,199,Beasts of the Southern Wild,4
2709,199,Amour,4
2710,199,Capitain Phillips,5
2711,199,12 Years a Slave,4
2712,199,Gravity,5
2713,199,Her,5
2714,199,The Wolf of Wall Street,2
2715,199,The Lego Movie,5
2716,199,The Hunger Games: Catching Fire,4
2717,199,The Hobbit: The Desolation of Smaug,5
